USN,SCODE,CIE,SEE,TOT,RESULT,GRADE,DATE,ExamType
4JN18CS001,18MAT11,32,41,73,P,8,12019,Regular
4JN18CS001,18PHY12,29,47,76,P,8,12019,Regular
4JN18CS001,18ELE13,25,43,68,P,7,12019,Regular
4JN18CS001,18CIV14,31,26,57,P,6,12019,Regular
4JN18CS001,18EGDL15,31,56,87,P,9,12019,Regular
4JN18CS001,18PHYL16,32,40,72,P,8,12019,Regular
4JN18CS001,18ELEL17,34,52,86,P,9,12019,Regular
4JN18CS001,18EGH18,27,32,59,P,6,12019,Regular
4JN18CS002,18MAT11,33,51,84,P,9,12019,Regular
4JN18CS002,18PHY12,36,45,81,P,9,12019,Regular
4JN18CS002,18ELE13,37,31,68,P,7,12019,Regular
4JN18CS002,18CIV14,34,29,63,P,7,12019,Regular
4JN18CS002,18EGDL15,34,55,89,P,9,12019,Regular
4JN18CS002,18PHYL16,31,44,75,P,8,12019,Regular
4JN18CS002,18ELEL17,31,53,84,P,9,12019,Regular
4JN18CS002,18EGH18,34,38,72,P,8,12019,Regular
4JN18CS003,18MAT11,37,44,81,P,9,12019,Regular
4JN18CS003,18PHY12,33,40,73,P,8,12019,Regular
4JN18CS003,18ELE13,39,42,81,P,9,12019,Regular
4JN18CS003,18CIV14,39,33,72,P,8,12019,Regular
4JN18CS003,18EGDL15,36,21,57,P,6,12019,Regular
4JN18CS003,18PHYL16,32,25,57,P,6,12019,Regular
4JN18CS003,18ELEL17,32,51,83,P,9,12019,Regular
4JN18CS003,18EGH18,34,41,75,P,8,12019,Regular
4JN18CS004,18MAT11,25,21,46,P,5,12019,Regular
4JN18CS004,18PHY12,20,21,41,P,4,12019,Regular
4JN18CS004,18ELE13,30,21,51,P,6,12019,Regular
4JN18CS004,18CIV14,25,21,46,P,5,12019,Regular
4JN18CS004,18EGDL15,36,38,74,P,8,12019,Regular
4JN18CS004,18PHYL16,24,32,56,P,6,12019,Regular
4JN18CS004,18ELEL17,33,50,83,P,9,12019,Regular
4JN18CS004,18EGH18,32,25,57,P,6,12019,Regular
4JN18CS005,18MAT11,24,29,53,P,6,12019,Regular
4JN18CS005,18PHY12,22,21,43,P,4,12019,Regular
4JN18CS005,18ELE13,27,21,48,P,5,12019,Regular
4JN18CS005,18CIV14,24,18,42,F,0,12019,Regular
4JN18CS005,18EGDL15,36,42,78,P,8,12019,Regular
4JN18CS005,18PHYL16,30,39,69,P,7,12019,Regular
4JN18CS005,18ELEL17,32,51,83,P,9,12019,Regular
4JN18CS005,18EGH18,32,34,66,P,7,12019,Regular
4JN18CS006,18MAT11,36,32,68,P,7,12019,Regular
4JN18CS006,18PHY12,29,38,67,P,7,12019,Regular
4JN18CS006,18ELE13,37,30,67,P,7,12019,Regular
4JN18CS006,18CIV14,38,25,63,P,7,12019,Regular
4JN18CS006,18EGDL15,36,54,90,P,10,12019,Regular
4JN18CS006,18PHYL16,32,42,74,P,8,12019,Regular
4JN18CS006,18ELEL17,33,51,84,P,9,12019,Regular
4JN18CS006,18EGH18,34,35,69,P,7,12019,Regular
4JN18CS007,18MAT11,22,26,48,P,5,12019,Regular
4JN18CS007,18PHY12,26,27,53,P,6,12019,Regular
4JN18CS007,18ELE13,30,21,51,P,6,12019,Regular
4JN18CS007,18CIV14,27,21,48,P,5,12019,Regular
4JN18CS007,18EGDL15,36,24,60,P,7,12019,Regular
4JN18CS007,18PHYL16,30,33,63,P,7,12019,Regular
4JN18CS007,18ELEL17,33,52,85,P,9,12019,Regular
4JN18CS007,18EGH18,30,39,69,P,7,12019,Regular
4JN18CS008,18MAT11,38,50,88,P,9,12019,Regular
4JN18CS008,18PHY12,35,49,84,P,9,12019,Regular
4JN18CS008,18ELE13,39,48,87,P,9,12019,Regular
4JN18CS008,18CIV14,33,23,56,P,6,12019,Regular
4JN18CS008,18EGDL15,37,14,51,F,0,12019,Regular
4JN18CS008,18PHYL16,33,25,58,P,6,12019,Regular
4JN18CS008,18ELEL17,33,53,86,P,9,12019,Regular
4JN18CS008,18EGH18,29,27,56,P,6,12019,Regular
4JN18CS009,18MAT11,31,49,80,P,9,12019,Regular
4JN18CS009,18PHY12,31,38,69,P,7,12019,Regular
4JN18CS009,18ELE13,36,29,65,P,7,12019,Regular
4JN18CS009,18CIV14,32,30,62,P,7,12019,Regular
4JN18CS009,18EGDL15,39,43,82,P,9,12019,Regular
4JN18CS009,18PHYL16,34,54,88,P,9,12019,Regular
4JN18CS009,18ELEL17,31,51,82,P,9,12019,Regular
4JN18CS009,18EGH18,32,29,61,P,7,12019,Regular
4JN18CS010,18MAT11,34,37,71,P,8,12019,Regular
4JN18CS010,18PHY12,32,33,65,P,7,12019,Regular
4JN18CS010,18ELE13,35,41,76,P,8,12019,Regular
4JN18CS010,18CIV14,35,31,66,P,7,12019,Regular
4JN18CS010,18EGDL15,37,15,52,F,0,12019,Regular
4JN18CS010,18PHYL16,35,48,83,P,9,12019,Regular
4JN18CS010,18ELEL17,31,51,82,P,9,12019,Regular
4JN18CS010,18EGH18,34,50,84,P,9,12019,Regular
4JN18CS011,18MAT11,37,56,93,P,10,12019,Regular
4JN18CS011,18PHY12,32,44,76,P,8,12019,Regular
4JN18CS011,18ELE13,38,45,83,P,9,12019,Regular
4JN18CS011,18CIV14,36,26,62,P,7,12019,Regular
4JN18CS011,18EGDL15,37,26,63,P,7,12019,Regular
4JN18CS011,18PHYL16,32,47,79,P,8,12019,Regular
4JN18CS011,18ELEL17,33,51,84,P,9,12019,Regular
4JN18CS011,18EGH18,33,40,73,P,8,12019,Regular
4JN18CS012,18MAT11,28,35,63,P,7,12019,Regular
4JN18CS012,18PHY12,27,32,59,P,6,12019,Regular
4JN18CS012,18ELE13,31,27,58,P,6,12019,Regular
4JN18CS012,18CIV14,30,23,53,P,6,12019,Regular
4JN18CS012,18EGDL15,37,25,62,P,7,12019,Regular
4JN18CS012,18PHYL16,33,45,78,P,8,12019,Regular
4JN18CS012,18ELEL17,31,52,83,P,9,12019,Regular
4JN18CS012,18EGH18,33,38,71,P,8,12019,Regular
4JN18CS013,18MAT11,36,55,91,P,10,12019,Regular
4JN18CS013,18PHY12,24,37,61,P,7,12019,Regular
4JN18CS013,18ELE13,28,36,64,P,7,12019,Regular
4JN18CS013,18CIV14,34,29,63,P,7,12019,Regular
4JN18CS013,18EGDL15,33,44,77,P,8,12019,Regular
4JN18CS013,18PHYL16,29,43,72,P,8,12019,Regular
4JN18CS013,18ELEL17,35,53,88,P,9,12019,Regular
4JN18CS013,18EGH18,30,38,68,P,7,12019,Regular
4JN18CS014,18MAT11,40,54,94,P,10,12019,Regular
4JN18CS014,18PHY12,36,50,86,P,9,12019,Regular
4JN18CS014,18ELE13,39,41,80,P,9,12019,Regular
4JN18CS014,18CIV14,38,30,68,P,7,12019,Regular
4JN18CS014,18EGDL15,37,59,96,P,10,12019,Regular
4JN18CS014,18PHYL16,35,52,87,P,9,12019,Regular
4JN18CS014,18ELEL17,36,53,89,P,9,12019,Regular
4JN18CS014,18EGH18,34,38,72,P,8,12019,Regular
4JN18CS015,18MAT11,36,52,88,P,9,12019,Regular
4JN18CS015,18PHY12,32,31,63,P,7,12019,Regular
4JN18CS015,18ELE13,36,43,79,P,8,12019,Regular
4JN18CS015,18CIV14,35,30,65,P,7,12019,Regular
4JN18CS015,18EGDL15,37,32,69,P,7,12019,Regular
4JN18CS015,18PHYL16,34,53,87,P,9,12019,Regular
4JN18CS015,18ELEL17,32,51,83,P,9,12019,Regular
4JN18CS015,18EGH18,31,38,69,P,7,12019,Regular
4JN18CS016,18MAT11,34,49,83,P,9,12019,Regular
4JN18CS016,18PHY12,32,50,82,P,9,12019,Regular
4JN18CS016,18ELE13,37,34,71,P,8,12019,Regular
4JN18CS016,18CIV14,37,39,76,P,8,12019,Regular
4JN18CS016,18EGDL15,40,39,79,P,8,12019,Regular
4JN18CS016,18PHYL16,34,40,74,P,8,12019,Regular
4JN18CS016,18ELEL17,34,51,85,P,9,12019,Regular
4JN18CS016,18EGH18,32,45,77,P,8,12019,Regular
4JN18CS017,18MAT11,26,21,47,P,5,12019,Regular
4JN18CS017,18PHY12,21,21,42,P,4,12019,Regular
4JN18CS017,18ELE13,30,12,42,F,0,12019,Regular
4JN18CS017,18CIV14,28,21,49,P,5,12019,Regular
4JN18CS017,18EGDL15,37,24,61,P,7,12019,Regular
4JN18CS017,18PHYL16,31,42,73,P,8,12019,Regular
4JN18CS017,18ELEL17,31,48,79,P,8,12019,Regular
4JN18CS017,18EGH18,27,23,50,P,6,12019,Regular
4JN18CS018,18MAT11,27,41,68,P,7,12019,Regular
4JN18CS018,18PHY12,26,29,55,P,6,12019,Regular
4JN18CS018,18ELE13,31,24,55,P,6,12019,Regular
4JN18CS018,18CIV14,30,23,53,P,6,12019,Regular
4JN18CS018,18EGDL15,37,12,49,F,0,12019,Regular
4JN18CS018,18PHYL16,34,31,65,P,7,12019,Regular
4JN18CS018,18ELEL17,31,48,79,P,8,12019,Regular
4JN18CS018,18EGH18,27,32,59,P,6,12019,Regular
4JN18CS019,18MAT11,39,60,99,P,10,12019,Regular
4JN18CS019,18PHY12,34,48,82,P,9,12019,Regular
4JN18CS019,18ELE13,39,47,86,P,9,12019,Regular
4JN18CS019,18CIV14,39,35,74,P,8,12019,Regular
4JN18CS019,18EGDL15,37,41,78,P,8,12019,Regular
4JN18CS019,18PHYL16,36,56,92,P,10,12019,Regular
4JN18CS019,18ELEL17,36,53,89,P,9,12019,Regular
4JN18CS019,18EGH18,33,45,78,P,8,12019,Regular
4JN18CS020,18MAT11,37,57,94,P,10,12019,Regular
4JN18CS020,18PHY12,34,39,73,P,8,12019,Regular
4JN18CS020,18ELE13,38,23,61,P,7,12019,Regular
4JN18CS020,18CIV14,38,30,68,P,7,12019,Regular
4JN18CS020,18EGDL15,37,45,82,P,9,12019,Regular
4JN18CS020,18PHYL16,33,51,84,P,9,12019,Regular
4JN18CS020,18ELEL17,32,47,79,P,8,12019,Regular
4JN18CS020,18EGH18,33,39,72,P,8,12019,Regular
4JN18CS021,18MAT11,39,57,96,P,10,12019,Regular
4JN18CS021,18PHY12,39,57,96,P,10,12019,Regular
4JN18CS021,18ELE13,38,57,95,P,10,12019,Regular
4JN18CS021,18CIV14,38,38,76,P,8,12019,Regular
4JN18CS021,18EGDL15,38,47,85,P,9,12019,Regular
4JN18CS021,18PHYL16,35,54,89,P,9,12019,Regular
4JN18CS021,18ELEL17,34,51,85,P,9,12019,Regular
4JN18CS021,18EGH18,33,36,69,P,7,12019,Regular
4JN18CS022,18MAT11,34,54,88,P,9,12019,Regular
4JN18CS022,18PHY12,27,45,72,P,8,12019,Regular
4JN18CS022,18ELE13,36,37,73,P,8,12019,Regular
4JN18CS022,18CIV14,34,33,67,P,7,12019,Regular
4JN18CS022,18EGDL15,39,60,99,P,10,12019,Regular
4JN18CS022,18PHYL16,31,44,75,P,8,12019,Regular
4JN18CS022,18ELEL17,34,52,86,P,9,12019,Regular
4JN18CS022,18EGH18,32,45,77,P,8,12019,Regular
4JN18CS023,18MAT11,35,42,77,P,8,12019,Regular
4JN18CS023,18PHY12,19,38,57,P,6,12019,Regular
4JN18CS023,18ELE13,24,34,58,P,6,12019,Regular
4JN18CS023,18CIV14,35,21,56,P,6,12019,Regular
4JN18CS023,18EGDL15,37,39,76,P,8,12019,Regular
4JN18CS023,18PHYL16,31,30,61,P,7,12019,Regular
4JN18CS023,18ELEL17,33,47,80,P,9,12019,Regular
4JN18CS023,18EGH18,24,26,50,P,6,12019,Regular
4JN18CS024,18MAT11,31,21,52,P,6,12019,Regular
4JN18CS024,18PHY12,25,22,47,P,5,12019,Regular
4JN18CS024,18ELE13,20,14,34,F,0,12019,Regular
4JN18CS024,18CIV14,26,24,50,P,6,12019,Regular
4JN18CS024,18EGDL15,39,24,63,P,7,12019,Regular
4JN18CS024,18PHYL16,29,35,64,P,7,12019,Regular
4JN18CS024,18ELEL17,34,42,76,P,8,12019,Regular
4JN18CS024,18EGH18,25,36,61,P,7,12019,Regular
4JN18CS025,18MAT11,37,45,82,P,9,12019,Regular
4JN18CS025,18PHY12,30,24,54,P,6,12019,Regular
4JN18CS025,18ELE13,20,28,48,P,5,12019,Regular
4JN18CS025,18CIV14,38,50,88,P,9,12019,Regular
4JN18CS025,18EGDL15,39,60,99,P,10,12019,Regular
4JN18CS025,18PHYL16,33,45,78,P,8,12019,Regular
4JN18CS025,18ELEL17,30,57,87,P,9,12019,Regular
4JN18CS025,18EGH18,30,36,66,P,7,12019,Regular
4JN18CS026,18MAT11,35,26,61,P,7,12019,Regular
4JN18CS026,18PHY12,32,27,59,P,6,12019,Regular
4JN18CS026,18ELE13,33,30,63,P,7,12019,Regular
4JN18CS026,18CIV14,29,27,56,P,6,12019,Regular
4JN18CS026,18EGDL15,38,21,59,P,6,12019,Regular
4JN18CS026,18PHYL16,34,45,79,P,8,12019,Regular
4JN18CS026,18ELEL17,30,51,81,P,9,12019,Regular
4JN18CS026,18EGH18,28,29,57,P,6,12019,Regular
4JN18CS027,18MAT11,27,17,44,F,0,12019,Regular
4JN18CS027,18PHY12,16,24,40,P,4,12019,Regular
4JN18CS027,18ELE13,20,5,25,F,0,12019,Regular
4JN18CS027,18CIV14,23,22,45,P,5,12019,Regular
4JN18CS027,18EGDL15,35,42,77,P,8,12019,Regular
4JN18CS027,18PHYL16,25,12,37,F,0,12019,Regular
4JN18CS027,18ELEL17,33,48,81,P,9,12019,Regular
4JN18CS027,18EGH18,25,29,54,P,6,12019,Regular
4JN18CS028,18MAT11,20,24,44,P,4,12019,Regular
4JN18CS028,18PHY12,23,27,50,P,6,12019,Regular
4JN18CS028,18ELE13,26,21,47,P,5,12019,Regular
4JN18CS028,18CIV14,22,21,43,P,4,12019,Regular
4JN18CS028,18EGDL15,38,21,59,P,6,12019,Regular
4JN18CS028,18PHYL16,35,38,73,P,8,12019,Regular
4JN18CS028,18ELEL17,35,30,65,P,7,12019,Regular
4JN18CS028,18EGH18,30,34,64,P,7,12019,Regular
4JN18CS029,18MAT11,32,24,56,P,6,12019,Regular
4JN18CS029,18PHY12,23,33,56,P,6,12019,Regular
4JN18CS029,18ELE13,26,29,55,P,6,12019,Regular
4JN18CS029,18CIV14,33,21,54,P,6,12019,Regular
4JN18CS029,18EGDL15,39,42,81,P,9,12019,Regular
4JN18CS029,18PHYL16,29,38,67,P,7,12019,Regular
4JN18CS029,18ELEL17,36,47,83,P,9,12019,Regular
4JN18CS029,18EGH18,25,26,51,P,6,12019,Regular
4JN18CS030,18MAT11,39,46,85,P,9,12019,Regular
4JN18CS030,18PHY12,35,39,74,P,8,12019,Regular
4JN18CS030,18ELE13,40,42,82,P,9,12019,Regular
4JN18CS030,18CIV14,39,42,81,P,9,12019,Regular
4JN18CS030,18EGDL15,39,48,87,P,9,12019,Regular
4JN18CS030,18PHYL16,36,51,87,P,9,12019,Regular
4JN18CS030,18ELEL17,38,57,95,P,10,12019,Regular
4JN18CS030,18EGH18,34,38,72,P,8,12019,Regular
4JN18CS031,18MAT11,40,55,95,P,10,12019,Regular
4JN18CS031,18PHY12,35,47,82,P,9,12019,Regular
4JN18CS031,18ELE13,39,51,90,P,10,12019,Regular
4JN18CS031,18CIV14,35,30,65,P,7,12019,Regular
4JN18CS031,18EGDL15,38,49,87,P,9,12019,Regular
4JN18CS031,18PHYL16,35,51,86,P,9,12019,Regular
4JN18CS031,18ELEL17,35,58,93,P,10,12019,Regular
4JN18CS031,18EGH18,29,35,64,P,7,12019,Regular
4JN18CS032,18MAT11,40,58,98,P,10,12019,Regular
4JN18CS032,18PHY12,37,53,90,P,10,12019,Regular
4JN18CS032,18ELE13,32,44,76,P,8,12019,Regular
4JN18CS032,18CIV14,39,34,73,P,8,12019,Regular
4JN18CS032,18EGDL15,39,42,81,P,9,12019,Regular
4JN18CS032,18PHYL16,33,54,87,P,9,12019,Regular
4JN18CS032,18ELEL17,32,56,88,P,9,12019,Regular
4JN18CS032,18EGH18,32,41,73,P,8,12019,Regular
4JN18CS033,18MAT11,35,38,73,P,8,12019,Regular
4JN18CS033,18PHY12,25,32,57,P,6,12019,Regular
4JN18CS033,18ELE13,24,21,45,P,5,12019,Regular
4JN18CS033,18CIV14,31,26,57,P,6,12019,Regular
4JN18CS033,18EGDL15,39,29,68,P,7,12019,Regular
4JN18CS033,18PHYL16,31,48,79,P,8,12019,Regular
4JN18CS033,18ELEL17,32,50,82,P,9,12019,Regular
4JN18CS033,18EGH18,26,32,58,P,6,12019,Regular
4JN18CS034,18MAT11,34,51,85,P,9,12019,Regular
4JN18CS034,18PHY12,34,45,79,P,8,12019,Regular
4JN18CS034,18ELE13,38,30,68,P,7,12019,Regular
4JN18CS034,18CIV14,37,29,66,P,7,12019,Regular
4JN18CS034,18EGDL15,38,29,67,P,7,12019,Regular
4JN18CS034,18PHYL16,36,48,84,P,9,12019,Regular
4JN18CS034,18ELEL17,38,58,96,P,10,12019,Regular
4JN18CS034,18EGH18,33,41,74,P,8,12019,Regular
4JN18CS035,18MAT11,23,30,53,P,6,12019,Regular
4JN18CS035,18PHY12,19,21,40,P,4,12019,Regular
4JN18CS035,18ELE13,22,15,37,F,0,12019,Regular
4JN18CS035,18CIV14,22,21,43,P,4,12019,Regular
4JN18CS035,18EGDL15,38,30,68,P,7,12019,Regular
4JN18CS035,18PHYL16,30,48,78,P,8,12019,Regular
4JN18CS035,18ELEL17,36,48,84,P,9,12019,Regular
4JN18CS035,18EGH18,31,35,66,P,7,12019,Regular
4JN18CS036,18MAT11,32,42,74,P,8,12019,Regular
4JN18CS036,18PHY12,33,43,76,P,8,12019,Regular
4JN18CS036,18ELE13,28,29,57,P,6,12019,Regular
4JN18CS036,18CIV14,37,27,64,P,7,12019,Regular
4JN18CS036,18EGDL15,39,39,78,P,8,12019,Regular
4JN18CS036,18PHYL16,34,53,87,P,9,12019,Regular
4JN18CS036,18ELEL17,36,45,81,P,9,12019,Regular
4JN18CS036,18EGH18,32,45,77,P,8,12019,Regular
4JN18CS037,18MAT11,36,56,92,P,10,12019,Regular
4JN18CS037,18PHY12,36,50,86,P,9,12019,Regular
4JN18CS037,18ELE13,26,41,67,P,7,12019,Regular
4JN18CS037,18CIV14,35,27,62,P,7,12019,Regular
4JN18CS037,18EGDL15,39,47,86,P,9,12019,Regular
4JN18CS037,18PHYL16,33,49,82,P,9,12019,Regular
4JN18CS037,18ELEL17,36,53,89,P,9,12019,Regular
4JN18CS037,18EGH18,31,42,73,P,8,12019,Regular
4JN18CS038,18MAT11,32,32,64,P,7,12019,Regular
4JN18CS038,18PHY12,25,37,62,P,7,12019,Regular
4JN18CS038,18ELE13,28,21,49,P,5,12019,Regular
4JN18CS038,18CIV14,30,22,52,P,6,12019,Regular
4JN18CS038,18EGDL15,39,51,90,P,10,12019,Regular
4JN18CS038,18PHYL16,29,38,67,P,7,12019,Regular
4JN18CS038,18ELEL17,32,57,89,P,9,12019,Regular
4JN18CS038,18EGH18,28,42,70,P,8,12019,Regular
4JN18CS039,18MAT11,20,1,21,F,0,12019,Regular
4JN18CS039,18PHY12,16,5,21,F,0,12019,Regular
4JN18CS039,18ELE13,20,5,25,F,0,12019,Regular
4JN18CS039,18CIV14,21,13,34,F,0,12019,Regular
4JN18CS039,18EGDL15,33,9,42,F,0,12019,Regular
4JN18CS039,18PHYL16,27,17,44,F,0,12019,Regular
4JN18CS039,18ELEL17,30,27,57,P,6,12019,Regular
4JN18CS039,18EGH18,31,30,61,P,7,12019,Regular
4JN18CS040,18MAT11,27,27,54,P,6,12019,Regular
4JN18CS040,18PHY12,22,29,51,P,6,12019,Regular
4JN18CS040,18ELE13,29,9,38,F,0,12019,Regular
4JN18CS040,18CIV14,27,22,49,P,5,12019,Regular
4JN18CS040,18EGDL15,37,39,76,P,8,12019,Regular
4JN18CS040,18PHYL16,25,32,57,P,6,12019,Regular
4JN18CS040,18ELEL17,32,53,85,P,9,12019,Regular
4JN18CS040,18EGH18,32,26,58,P,6,12019,Regular
4JN18CS041,18MAT11,30,13,43,F,0,12019,Regular
4JN18CS041,18PHY12,16,26,42,P,4,12019,Regular
4JN18CS041,18ELE13,18,13,31,F,0,12019,Regular
4JN18CS041,18CIV14,26,15,41,F,0,12019,Regular
4JN18CS041,18EGDL15,32,4,36,F,0,12019,Regular
4JN18CS041,18PHYL16,27,24,51,P,6,12019,Regular
4JN18CS041,18ELEL17,32,24,56,P,6,12019,Regular
4JN18CS041,18EGH18,21,28,49,P,5,12019,Regular
4JN18CS042,18MAT11,39,57,96,P,10,12019,Regular
4JN18CS042,18PHY12,35,53,88,P,9,12019,Regular
4JN18CS042,18ELE13,35,43,78,P,8,12019,Regular
4JN18CS042,18CIV14,37,29,66,P,7,12019,Regular
4JN18CS042,18EGDL15,39,49,88,P,9,12019,Regular
4JN18CS042,18PHYL16,33,35,68,P,7,12019,Regular
4JN18CS042,18ELEL17,34,52,86,P,9,12019,Regular
4JN18CS042,18EGH18,29,38,67,P,7,12019,Regular
4JN18CS043,18MAT11,28,39,67,P,7,12019,Regular
4JN18CS043,18PHY12,24,37,61,P,7,12019,Regular
4JN18CS043,18ELE13,26,25,51,P,6,12019,Regular
4JN18CS043,18CIV14,29,23,52,P,6,12019,Regular
4JN18CS043,18EGDL15,39,42,81,P,9,12019,Regular
4JN18CS043,18PHYL16,31,32,63,P,7,12019,Regular
4JN18CS043,18ELEL17,34,48,82,P,9,12019,Regular
4JN18CS043,18EGH18,28,28,56,P,6,12019,Regular
4JN18CS044,18MAT11,36,46,82,P,9,12019,Regular
4JN18CS044,18PHY12,35,43,78,P,8,12019,Regular
4JN18CS044,18ELE13,39,41,80,P,9,12019,Regular
4JN18CS044,18CIV14,32,30,62,P,7,12019,Regular
4JN18CS044,18EGDL15,38,11,49,F,0,12019,Regular
4JN18CS044,18PHYL16,31,46,77,P,8,12019,Regular
4JN18CS044,18ELEL17,36,54,90,P,10,12019,Regular
4JN18CS044,18EGH18,32,31,63,P,7,12019,Regular
4JN18CS045,18MAT11,33,37,70,P,8,12019,Regular
4JN18CS045,18PHY12,25,29,54,P,6,12019,Regular
4JN18CS045,18ELE13,20,21,41,P,4,12019,Regular
4JN18CS045,18CIV14,37,27,64,P,7,12019,Regular
4JN18CS045,18EGDL15,37,42,79,P,8,12019,Regular
4JN18CS045,18PHYL16,35,50,85,P,9,12019,Regular
4JN18CS045,18ELEL17,35,55,90,P,10,12019,Regular
4JN18CS045,18EGH18,29,37,66,P,7,12019,Regular
4JN18CS046,18MAT11,38,59,97,P,10,12019,Regular
4JN18CS046,18PHY12,33,46,79,P,8,12019,Regular
4JN18CS046,18ELE13,38,41,79,P,8,12019,Regular
4JN18CS046,18CIV14,32,36,68,P,7,12019,Regular
4JN18CS046,18EGDL15,38,15,53,F,0,12019,Regular
4JN18CS046,18PHYL16,31,33,64,P,7,12019,Regular
4JN18CS046,18ELEL17,35,24,59,P,6,12019,Regular
4JN18CS046,18EGH18,31,33,64,P,7,12019,Regular
4JN18CS047,18MAT11,19,15,34,F,0,12019,Regular
4JN18CS047,18PHY12,16,24,40,P,4,12019,Regular
4JN18CS047,18ELE13,16,12,28,F,0,12019,Regular
4JN18CS047,18CIV14,23,9,32,F,0,12019,Regular
4JN18CS047,18EGDL15,39,10,49,F,0,12019,Regular
4JN18CS047,18PHYL16,30,18,48,F,0,12019,Regular
4JN18CS047,18ELEL17,32,39,71,P,8,12019,Regular
4JN18CS047,18EGH18,26,36,62,P,7,12019,Regular
4JN18CS048,18MAT11,28,35,63,P,7,12019,Regular
4JN18CS048,18PHY12,26,41,67,P,7,12019,Regular
4JN18CS048,18ELE13,24,21,45,P,5,12019,Regular
4JN18CS048,18CIV14,33,23,56,P,6,12019,Regular
4JN18CS048,18EGDL15,39,41,80,P,9,12019,Regular
4JN18CS048,18PHYL16,31,38,69,P,7,12019,Regular
4JN18CS048,18ELEL17,34,54,88,P,9,12019,Regular
4JN18CS048,18EGH18,30,38,68,P,7,12019,Regular
4JN18CS049,18MAT11,33,39,72,P,8,12019,Regular
4JN18CS049,18PHY12,21,32,53,P,6,12019,Regular
4JN18CS049,18ELE13,25,33,58,P,6,12019,Regular
4JN18CS049,18CIV14,31,21,52,P,6,12019,Regular
4JN18CS049,18EGDL15,39,45,84,P,9,12019,Regular
4JN18CS049,18PHYL16,34,54,88,P,9,12019,Regular
4JN18CS049,18ELEL17,33,50,83,P,9,12019,Regular
4JN18CS049,18EGH18,32,36,68,P,7,12019,Regular
4JN18CS050,18MAT11,28,30,58,P,6,12019,Regular
4JN18CS050,18PHY12,22,21,43,P,4,12019,Regular
4JN18CS050,18ELE13,18,11,29,F,0,12019,Regular
4JN18CS050,18CIV14,29,21,50,P,6,12019,Regular
4JN18CS050,18EGDL15,39,47,86,P,9,12019,Regular
4JN18CS050,18PHYL16,34,38,72,P,8,12019,Regular
4JN18CS050,18ELEL17,32,51,83,P,9,12019,Regular
4JN18CS050,18EGH18,23,26,49,P,5,12019,Regular
4JN18CS051,18MAT11,32,30,62,P,7,12019,Regular
4JN18CS051,18PHY12,26,31,57,P,6,12019,Regular
4JN18CS051,18ELE13,30,21,51,P,6,12019,Regular
4JN18CS051,18CIV14,32,21,53,P,6,12019,Regular
4JN18CS051,18EGDL15,30,42,72,P,8,12019,Regular
4JN18CS051,18PHYL16,35,44,79,P,8,12019,Regular
4JN18CS051,18ELEL17,34,50,84,P,9,12019,Regular
4JN18CS051,18EGH18,31,33,64,P,7,12019,Regular
4JN18CS052,18MAT11,38,47,85,P,9,12019,Regular
4JN18CS052,18PHY12,29,48,77,P,8,12019,Regular
4JN18CS052,18ELE13,28,27,55,P,6,12019,Regular
4JN18CS052,18CIV14,38,21,59,P,6,12019,Regular
4JN18CS052,18EGDL15,39,59,98,P,10,12019,Regular
4JN18CS052,18PHYL16,35,37,72,P,8,12019,Regular
4JN18CS052,18ELEL17,33,50,83,P,9,12019,Regular
4JN18CS052,18EGH18,28,39,67,P,7,12019,Regular
4JN18CS053,18MAT11,36,60,96,P,10,12019,Regular
4JN18CS053,18PHY12,27,44,71,P,8,12019,Regular
4JN18CS053,18ELE13,36,48,84,P,9,12019,Regular
4JN18CS053,18CIV14,36,21,57,P,6,12019,Regular
4JN18CS053,18EGDL15,35,47,82,P,9,12019,Regular
4JN18CS053,18PHYL16,32,42,74,P,8,12019,Regular
4JN18CS053,18ELEL17,34,53,87,P,9,12019,Regular
4JN18CS053,18EGH18,30,43,73,P,8,12019,Regular
4JN18CS054,18MAT11,37,55,92,P,10,12019,Regular
4JN18CS054,18PHY12,26,23,49,P,5,12019,Regular
4JN18CS054,18ELE13,34,27,61,P,7,12019,Regular
4JN18CS054,18CIV14,38,31,69,P,7,12019,Regular
4JN18CS054,18EGDL15,40,57,97,P,10,12019,Regular
4JN18CS054,18PHYL16,33,46,79,P,8,12019,Regular
4JN18CS054,18ELEL17,35,53,88,P,9,12019,Regular
4JN18CS054,18EGH18,32,36,68,P,7,12019,Regular
4JN18CS055,18MAT11,36,48,84,P,9,12019,Regular
4JN18CS055,18PHY12,23,33,56,P,6,12019,Regular
4JN18CS055,18ELE13,29,34,63,P,7,12019,Regular
4JN18CS055,18CIV14,38,30,68,P,7,12019,Regular
4JN18CS055,18EGDL15,32,32,64,P,7,12019,Regular
4JN18CS055,18PHYL16,36,36,72,P,8,12019,Regular
4JN18CS055,18ELEL17,27,50,77,P,8,12019,Regular
4JN18CS055,18EGH18,30,33,63,P,7,12019,Regular
4JN18CS056,18MAT11,40,59,99,P,10,12019,Regular
4JN18CS056,18PHY12,37,53,90,P,10,12019,Regular
4JN18CS056,18ELE13,36,41,77,P,8,12019,Regular
4JN18CS056,18CIV14,40,32,72,P,8,12019,Regular
4JN18CS056,18EGDL15,39,57,96,P,10,12019,Regular
