USN,SCODE,CIE,SEE,TOT,RESULT,GRADE,DATE,ExamType
4JN16CS035,15CS53,16,38,54,P,6,12019,Regular
4JN16CS035,15CS564,18,52,70,P,8,12019,Regular
4JN16CS035,15CS54,18,37,55,P,6,12019,Regular
4JN16CS035,15CSL57,17,40,57,P,6,12019,Regular
4JN16CS035,15CSL58,20,79,99,P,10,12019,Regular
4JN16CS038,15CS51,20,40,60,P,7,12019,Regular
4JN16CS038,15CS52,16,65,81,P,9,12019,Regular
4JN16CS038,15CS553,19,55,74,P,8,12019,Regular
4JN16CS038,15CS53,20,48,68,P,7,12019,Regular
4JN16CS038,15CS564,20,60,80,P,9,12019,Regular
4JN16CS038,15CS54,20,44,64,P,7,12019,Regular
4JN16CS038,15CSL57,18,77,95,P,10,12019,Regular
4JN16CS038,15CSL58,20,75,95,P,10,12019,Regular
4JN16CS039,15CS51,17,28,45,P,5,12019,Regular
4JN16CS039,15CS52,15,40,55,P,6,12019,Regular
4JN16CS039,15CS553,12,30,42,P,4,12019,Regular
4JN16CS039,15CS53,13,28,41,P,4,12019,Regular
4JN16CS039,15CS564,15,36,51,P,6,12019,Regular
4JN16CS039,15CS54,16,36,52,P,6,12019,Regular
4JN16CS039,15CSL57,18,60,78,P,8,12019,Regular
4JN16CS039,15CSL58,20,69,89,P,9,12019,Regular
4JN16CS039,15CS42,14,36,50,P,6,12019,Backlog
4JN16CS039,15CS44,15,36,51,P,6,12019,Backlog
4JN16CS042,15CS51,19,52,71,P,8,12019,Regular
4JN16CS042,15CS562,14,62,76,P,8,12019,Regular
4JN16CS042,15CS52,16,70,86,P,9,12019,Regular
4JN16CS042,15CS553,14,48,62,P,7,12019,Regular
4JN16CS042,15CS53,19,35,54,P,6,12019,Regular
4JN16CS042,15CS54,17,42,59,P,6,12019,Regular
4JN16CS042,15CSL57,18,59,77,P,8,12019,Regular
4JN16CS042,15CSL58,20,78,98,P,10,12019,Regular
4JN16CS045,15CS51,16,22,38,F,0,12019,Regular
4JN16CS045,15CS552,12,35,47,P,5,12019,Regular
4JN16CS045,15CS52,12,29,41,P,4,12019,Regular
4JN16CS045,15CS53,14,28,42,P,4,12019,Regular
4JN16CS045,15CS564,12,28,40,P,4,12019,Regular
4JN16CS045,15CS54,14,28,42,P,4,12019,Regular
4JN16CS045,15CSL57,17,22,39,F,0,12019,Regular
4JN16CS045,15CSL58,18,52,70,P,8,12019,Regular
4JN16CS045,15MAT41,9,31,40,P,4,12019,Backlog
4JN16CS045,15CS45,15,31,46,P,5,12019,Backlog
4JN16CS045,15CS36,13,28,41,P,4,12019,Backlog
4JN16CS047,15CS51,19,35,54,P,6,12019,Regular
4JN16CS047,15CS552,16,42,58,P,6,12019,Regular
4JN16CS047,15CS52,16,49,65,P,7,12019,Regular
4JN16CS047,15CS53,16,44,60,P,7,12019,Regular
4JN16CS047,15CS564,15,37,52,P,6,12019,Regular
4JN16CS047,15CS54,15,42,57,P,6,12019,Regular
4JN16CS047,15CSL57,19,50,69,P,7,12019,Regular
4JN16CS047,15CSL58,19,62,81,P,9,12019,Regular
4JN16CS048,15CS51,20,41,61,P,7,12019,Regular
4JN16CS048,15CS52,18,55,73,P,8,12019,Regular
4JN16CS048,15CS553,19,55,74,P,8,12019,Regular
4JN16CS048,15CS53,20,50,70,P,8,12019,Regular
4JN16CS048,15CS54,19,46,65,P,7,12019,Regular
4JN16CS048,15CS564,19,58,77,P,8,12019,Regular
4JN16CS048,15CSL57,19,66,85,P,9,12019,Regular
4JN16CS048,15CSL58,20,74,94,P,10,12019,Regular
4JN16CS049,15CS51,20,37,57,P,6,12019,Regular
4JN16CS049,15CS52,15,52,67,P,7,12019,Regular
4JN16CS049,15CS553,12,46,58,P,6,12019,Regular
4JN16CS049,15CS53,17,32,49,P,5,12019,Regular
4JN16CS049,15CS564,17,43,60,P,7,12019,Regular
4JN16CS049,15CS54,14,28,42,P,4,12019,Regular
4JN16CS049,15CSL57,17,20,37,F,0,12019,Regular
4JN16CS049,15CSL58,18,66,84,P,9,12019,Regular
4JN16CS049,15MAT31,12,17,29,F,0,12019,Backlog
4JN16CS049,15CED24,20,28,48,P,5,12019,Backlog
4JN16CS052,15CS51,19,36,55,P,6,12019,Regular
4JN16CS052,15CS52,16,34,50,P,6,12019,Regular
4JN16CS052,15CS552,12,28,40,P,4,12019,Regular
4JN16CS052,15CS53,13,18,31,F,0,12019,Regular
4JN16CS052,15CS54,12,45,57,P,6,12019,Regular
4JN16CS052,15CS564,14,28,42,P,4,12019,Regular
4JN16CS052,15CSL57,17,45,62,P,7,12019,Regular
4JN16CS052,15CSL58,20,70,90,P,10,12019,Regular
4JN16CS052,15CS44,13,0,13,A,0,12019,Backlog
4JN16CS052,15CS45,14,23,37,F,0,12019,Backlog
4JN16CS052,15CS33,12,31,43,P,4,12019,Backlog
4JN16CS056,15CS51,19,42,61,P,7,12019,Regular
4JN16CS056,15CS52,13,43,56,P,6,12019,Regular
4JN16CS056,15CS53,15,44,59,P,6,12019,Regular
4JN16CS056,15CS553,12,20,32,F,0,12019,Regular
4JN16CS056,15CS54,16,54,70,P,8,12019,Regular
4JN16CS056,15CS564,15,28,43,P,4,12019,Regular
4JN16CS056,15CSL57,17,51,68,P,7,12019,Regular
4JN16CS056,15CSL58,19,70,89,P,9,12019,Regular
4JN16CS056,15MAT41,14,33,47,P,5,12019,Backlog
4JN16CS056,15CS45,15,34,49,P,5,12019,Backlog
4JN16CS056,15CS46,16,55,71,P,8,12019,Backlog
4JN16CS056,15CSL47,14,35,49,P,5,12019,Backlog
4JN16CS060,15CS51,20,43,63,P,7,12019,Regular
4JN16CS060,15CS52,15,35,50,P,6,12019,Regular
4JN16CS060,15CS553,12,45,57,P,6,12019,Regular
4JN16CS060,15CS53,15,43,58,P,6,12019,Regular
4JN16CS060,15CS54,18,39,57,P,6,12019,Regular
4JN16CS060,15CS564,18,39,57,P,6,12019,Regular
4JN16CS060,15CSL57,20,76,96,P,10,12019,Regular
4JN16CS060,15CSL58,20,70,90,P,10,12019,Regular
4JN16CS061,15CS51,19,49,68,P,7,12019,Regular
4JN16CS061,15CS52,19,66,85,P,9,12019,Regular
4JN16CS061,15CS553,18,54,72,P,8,12019,Regular
4JN16CS061,15CS53,19,46,65,P,7,12019,Regular
4JN16CS061,15CS564,20,61,81,P,9,12019,Regular
4JN16CS061,15CS54,20,42,62,P,7,12019,Regular
4JN16CS061,15CSL57,17,75,92,P,10,12019,Regular
4JN16CS061,15CSL58,20,75,95,P,10,12019,Regular
4JN16CS063,15CS51,17,41,58,P,6,12019,Regular
4JN16CS063,15CS52,15,52,67,P,7,12019,Regular
4JN16CS063,15CS553,13,28,41,P,4,12019,Regular
4JN16CS063,15CS53,15,42,57,P,6,12019,Regular
4JN16CS063,15CS564,17,33,50,P,6,12019,Regular
4JN16CS063,15CS54,16,28,44,P,4,12019,Regular
4JN16CS063,15CSL57,17,60,77,P,8,12019,Regular
4JN16CS063,15CSL58,20,65,85,P,9,12019,Regular
4JN16CS063,15CS45,16,30,46,P,5,12019,Backlog
4JN16CS063,15CS46,13,41,54,P,6,12019,Backlog
4JN16CS065,15CS51,20,54,74,P,8,12019,Regular
4JN16CS065,15CS52,19,45,64,P,7,12019,Regular
4JN16CS065,15CS553,13,48,61,P,7,12019,Regular
4JN16CS065,15CS53,19,50,69,P,7,12019,Regular
4JN16CS065,15CS564,20,48,68,P,7,12019,Regular
4JN16CS065,15CS54,16,33,49,P,5,12019,Regular
4JN16CS065,15CSL57,19,67,86,P,9,12019,Regular
4JN16CS065,15CSL58,20,75,95,P,10,12019,Regular
4JN16CS066,15CS51,19,43,62,P,7,12019,Regular
4JN16CS066,15CS52,16,48,64,P,7,12019,Regular
4JN16CS066,15CS53,15,31,46,P,5,12019,Regular
4JN16CS066,15CS553,14,48,62,P,7,12019,Regular
4JN16CS066,15CS54,14,52,66,P,7,12019,Regular
4JN16CS066,15CS564,14,44,58,P,6,12019,Regular
4JN16CS066,15CSL57,19,76,95,P,10,12019,Regular
4JN16CS066,15CSL58,20,76,96,P,10,12019,Regular
4JN16CS067,15CS51,16,34,50,P,6,12019,Regular
4JN16CS067,15CS552,13,28,41,P,4,12019,Regular
4JN16CS067,15CS52,12,40,52,P,6,12019,Regular
4JN16CS067,15CS53,15,28,43,P,4,12019,Regular
4JN16CS067,15CS564,15,28,43,P,4,12019,Regular
4JN16CS067,15CS54,15,29,44,P,4,12019,Regular
4JN16CS067,15CSL57,17,32,49,P,5,12019,Regular
4JN16CS067,15CSL58,18,60,78,P,8,12019,Regular
4JN16CS067,15CS45,14,34,48,P,5,12019,Backlog
4JN16CS070,15CS51,16,29,45,P,5,12019,Regular
4JN16CS070,15CS52,13,30,43,P,4,12019,Regular
4JN16CS070,15CS553,13,38,51,P,6,12019,Regular
4JN16CS070,15CS53,13,29,42,P,4,12019,Regular
4JN16CS070,15CS564,16,46,62,P,7,12019,Regular
4JN16CS070,15CS54,18,46,64,P,7,12019,Regular
4JN16CS070,15CSL57,18,75,93,P,10,12019,Regular
4JN16CS070,15CSL58,20,72,92,P,10,12019,Regular
4JN16CS070,15CS46,12,29,41,P,4,12019,Backlog
4JN16CS071,15CS51,17,29,46,P,5,12019,Regular
4JN16CS071,15CS52,14,38,52,P,6,12019,Regular
4JN16CS071,15CS553,12,28,40,P,4,12019,Regular
4JN16CS071,15CS53,15,28,43,P,4,12019,Regular
4JN16CS071,15CS564,17,40,57,P,6,12019,Regular
4JN16CS071,15CS54,16,36,52,P,6,12019,Regular
4JN16CS071,15CSL57,18,76,94,P,10,12019,Regular
4JN16CS071,15CSL58,20,76,96,P,10,12019,Regular
4JN16CS071,15CS44,15,38,53,P,6,12019,Backlog
4JN16CS071,15CS45,16,31,47,P,5,12019,Backlog
4JN16CS072,15CS51,20,55,75,P,8,12019,Regular
4JN16CS072,15CS52,17,49,66,P,7,12019,Regular
4JN16CS072,15CS53,19,42,61,P,7,12019,Regular
4JN16CS072,15CS553,16,55,71,P,8,12019,Regular
4JN16CS072,15CS54,20,50,70,P,8,12019,Regular
4JN16CS072,15CS564,19,57,76,P,8,12019,Regular
4JN16CS072,15CSL57,19,78,97,P,10,12019,Regular
4JN16CS072,15CSL58,20,78,98,P,10,12019,Regular
4JN16CS073,15CS51,19,41,60,P,7,12019,Regular
4JN16CS073,15CS52,15,55,70,P,8,12019,Regular
4JN16CS073,15CS553,12,46,58,P,6,12019,Regular
4JN16CS073,15CS53,16,29,45,P,5,12019,Regular
4JN16CS073,15CS564,15,51,66,P,7,12019,Regular
4JN16CS073,15CS54,18,60,78,P,8,12019,Regular
4JN16CS073,15CSL57,17,64,81,P,9,12019,Regular
4JN16CS073,15CSL58,19,74,93,P,10,12019,Regular
4JN16CS077,15CS51,20,42,62,P,7,12019,Regular
4JN16CS077,15CS52,19,62,81,P,9,12019,Regular
4JN16CS077,15CS553,15,67,82,P,9,12019,Regular
4JN16CS077,15CS53,19,56,75,P,8,12019,Regular
4JN16CS077,15CS564,19,59,78,P,8,12019,Regular
4JN16CS077,15CS54,18,58,76,P,8,12019,Regular
4JN16CS077,15CSL57,13,78,91,P,10,12019,Regular
4JN16CS077,15CSL58,20,75,95,P,10,12019,Regular
4JN16CS080,15CS51,20,35,55,P,6,12019,Regular
4JN16CS080,15CS52,17,48,65,P,7,12019,Regular
4JN16CS080,15CS53,18,39,57,P,6,12019,Regular
4JN16CS080,15CS553,12,33,45,P,5,12019,Regular
4JN16CS080,15CS564,15,49,64,P,7,12019,Regular
4JN16CS080,15CS54,17,48,65,P,7,12019,Regular
4JN16CS080,15CSL57,16,74,90,P,10,12019,Regular
4JN16CS080,15CSL58,20,75,95,P,10,12019,Regular
4JN16CS083,15CS51,18,58,76,P,8,12019,Regular
4JN16CS083,15CS52,16,45,61,P,7,12019,Regular
4JN16CS083,15CS553,15,31,46,P,5,12019,Regular
4JN16CS083,15CS53,17,39,56,P,6,12019,Regular
4JN16CS083,15CS54,16,28,44,P,4,12019,Regular
4JN16CS083,15CS564,15,28,43,P,4,12019,Regular
4JN16CS083,15CSL57,18,50,68,P,7,12019,Regular
4JN16CS083,15CSL58,20,68,88,P,9,12019,Regular
4JN16CS083,15MAT41,14,18,32,F,0,12019,Backlog
4JN16CS083,15CS45,13,37,50,P,6,12019,Backlog
4JN16CS085,15CS51,19,54,73,P,8,12019,Regular
4JN16CS085,15CS52,16,46,62,P,7,12019,Regular
4JN16CS085,15CS53,17,29,46,P,5,12019,Regular
4JN16CS085,15CS553,14,34,48,P,5,12019,Regular
4JN16CS085,15CS54,15,46,61,P,7,12019,Regular
4JN16CS085,15CS564,16,50,66,P,7,12019,Regular
4JN16CS085,15CSL57,17,66,83,P,9,12019,Regular
4JN16CS085,15CSL58,20,74,94,P,10,12019,Regular
4JN16CS087,15CS51,20,47,67,P,7,12019,Regular
4JN16CS087,15CS52,15,49,64,P,7,12019,Regular
4JN16CS087,15CS553,14,35,49,P,5,12019,Regular
4JN16CS087,15CS53,18,31,49,P,5,12019,Regular
4JN16CS087,15CS54,18,45,63,P,7,12019,Regular
4JN16CS087,15CS564,18,46,64,P,7,12019,Regular
4JN16CS087,15CSL57,18,44,62,P,7,12019,Regular
4JN16CS087,15CSL58,20,72,92,P,10,12019,Regular
4JN16CS088,15CS51,17,29,46,P,5,12019,Regular
4JN16CS088,15CS52,12,38,50,P,6,12019,Regular
4JN16CS088,15CS553,13,43,56,P,6,12019,Regular
4JN16CS088,15CS53,16,31,47,P,5,12019,Regular
4JN16CS088,15CS564,16,33,49,P,5,12019,Regular
4JN16CS088,15CS54,17,36,53,P,6,12019,Regular
4JN16CS088,15CSL57,17,66,83,P,9,12019,Regular
4JN16CS088,15CSL58,20,60,80,P,9,12019,Regular
4JN16CS089,15CS51,20,56,76,P,8,12019,Regular
4JN16CS089,15CS562,18,54,72,P,8,12019,Regular
4JN16CS089,15CS52,18,55,73,P,8,12019,Regular
4JN16CS089,15CS553,19,55,74,P,8,12019,Regular
4JN16CS089,15CS53,20,47,67,P,7,12019,Regular
4JN16CS089,15CS54,20,59,79,P,8,12019,Regular
4JN16CS089,15CSL57,19,76,95,P,10,12019,Regular
4JN16CS089,15CSL58,20,79,99,P,10,12019,Regular
4JN16CS090,15CS51,19,37,56,P,6,12019,Regular
4JN16CS090,15CS52,15,52,67,P,7,12019,Regular
4JN16CS090,15CS53,17,49,66,P,7,12019,Regular
4JN16CS090,15CS553,12,36,48,P,5,12019,Regular
4JN16CS090,15CS54,19,39,58,P,6,12019,Regular
4JN16CS090,15CS564,17,28,45,P,5,12019,Regular
4JN16CS090,15CSL57,20,68,88,P,9,12019,Regular
4JN16CS090,15CSL58,20,72,92,P,10,12019,Regular
4JN16CS091,15CS51,20,34,54,P,6,12019,Regular
4JN16CS091,15CS52,19,66,85,P,9,12019,Regular
4JN16CS091,15CS562,16,59,75,P,8,12019,Regular
4JN16CS091,15CS53,19,33,52,P,6,12019,Regular
4JN16CS091,15CS553,19,50,69,P,7,12019,Regular
4JN16CS091,15CS54,19,50,69,P,7,12019,Regular
4JN16CS091,15CSL57,18,78,96,P,10,12019,Regular
4JN16CS091,15CSL58,20,77,97,P,10,12019,Regular
4JN16CS093,15CS51,16,31,47,P,5,12019,Regular
4JN16CS093,15CS52,13,35,48,P,5,12019,Regular
4JN16CS093,15CS53,15,30,45,P,5,12019,Regular
4JN16CS093,15CS553,13,33,46,P,5,12019,Regular
4JN16CS093,15CS54,14,42,56,P,6,12019,Regular
4JN16CS093,15CS564,14,35,49,P,5,12019,Regular
4JN16CS093,15CSL57,19,53,72,P,8,12019,Regular
4JN16CS093,15CSL58,20,72,92,P,10,12019,Regular
4JN16CS094,15CS51,20,62,82,P,9,12019,Regular
4JN16CS094,15CS552,12,45,57,P,6,12019,Regular
4JN16CS094,15CS52,17,59,76,P,8,12019,Regular
4JN16CS094,15CS53,19,41,60,P,7,12019,Regular
4JN16CS094,15CS564,16,48,64,P,7,12019,Regular
4JN16CS094,15CS54,14,47,61,P,7,12019,Regular
4JN16CS094,15CSL57,19,78,97,P,10,12019,Regular
4JN16CS094,15CSL58,20,79,99,P,10,12019,Regular
4JN16CS095,15CS51,18,38,56,P,6,12019,Regular
4JN16CS095,15CS552,16,37,53,P,6,12019,Regular
4JN16CS095,15CS52,16,47,63,P,7,12019,Regular
4JN16CS095,15CS53,15,32,47,P,5,12019,Regular
4JN16CS095,15CS564,15,28,43,P,4,12019,Regular
4JN16CS095,15CS54,18,54,72,P,8,12019,Regular
4JN16CS095,15CSL57,18,78,96,P,10,12019,Regular
4JN16CS095,15CSL58,20,70,90,P,10,12019,Regular
4JN16CS099,15CS51,18,39,57,P,6,12019,Regular
4JN16CS099,15CS552,14,38,52,P,6,12019,Regular
4JN16CS099,15CS52,14,47,61,P,7,12019,Regular
4JN16CS099,15CS53,19,30,49,P,5,12019,Regular
4JN16CS099,15CS564,15,38,53,P,6,12019,Regular
4JN16CS099,15CS54,18,55,73,P,8,12019,Regular
4JN16CS099,15CSL57,18,78,96,P,10,12019,Regular
4JN16CS099,15CSL58,20,78,98,P,10,12019,Regular
4JN16CS100,15CS51,20,50,70,P,8,12019,Regular
4JN16CS100,15CS52,17,54,71,P,8,12019,Regular
4JN16CS100,15CS553,15,58,73,P,8,12019,Regular
4JN16CS100,15CS53,19,30,49,P,5,12019,Regular
4JN16CS100,15CS564,16,44,60,P,7,12019,Regular
4JN16CS100,15CS54,20,44,64,P,7,12019,Regular
4JN16CS100,15CSL57,18,50,68,P,7,12019,Regular
4JN16CS100,15CSL58,20,75,95,P,10,12019,Regular
4JN16CS101,15CS51,17,38,55,P,6,12019,Regular
4JN16CS101,15CS52,14,30,44,P,4,12019,Regular
4JN16CS101,15CS553,12,54,66,P,7,12019,Regular
4JN16CS101,15CS53,16,36,52,P,6,12019,Regular
4JN16CS101,15CS564,17,39,56,P,6,12019,Regular
4JN16CS101,15CS54,15,55,70,P,8,12019,Regular
4JN16CS101,15CSL57,17,48,65,P,7,12019,Regular
4JN16CS101,15CSL58,19,68,87,P,9,12019,Regular
4JN16CS102,15CS51,20,40,60,P,7,12019,Regular
4JN16CS102,15CS52,17,49,66,P,7,12019,Regular
4JN16CS102,15CS553,14,57,71,P,8,12019,Regular
4JN16CS102,15CS53,19,48,67,P,7,12019,Regular
4JN16CS102,15CS564,20,54,74,P,8,12019,Regular
4JN16CS102,15CS54,19,56,75,P,8,12019,Regular
4JN16CS102,15CSL57,16,79,95,P,10,12019,Regular
4JN16CS102,15CSL58,20,75,95,P,10,12019,Regular
4JN16CS103,15CS51,20,45,65,P,7,12019,Regular
4JN16CS103,15CS562,17,58,75,P,8,12019,Regular
4JN16CS103,15CS52,17,62,79,P,8,12019,Regular
4JN16CS103,15CS553,17,63,80,P,9,12019,Regular
4JN16CS103,15CS53,19,55,74,P,8,12019,Regular
4JN16CS103,15CS54,19,38,57,P,6,12019,Regular
4JN16CS103,15CSL57,19,78,97,P,10,12019,Regular
4JN16CS103,15CSL58,20,78,98,P,10,12019,Regular
4JN16CS105,15CS51,18,49,67,P,7,12019,Regular
4JN16CS105,15CS552,14,37,51,P,6,12019,Regular
4JN16CS105,15CS52,14,45,59,P,6,12019,Regular
4JN16CS105,15CS53,14,35,49,P,5,12019,Regular
4JN16CS105,15CS564,16,47,63,P,7,12019,Regular
4JN16CS105,15CS54,18,37,55,P,6,12019,Regular
4JN16CS105,15CSL57,17,54,71,P,8,12019,Regular
4JN16CS105,15CSL58,18,63,81,P,9,12019,Regular
4JN16CS108,15CS51,19,42,61,P,7,12019,Regular
4JN16CS108,15CS52,13,47,60,P,7,12019,Regular
4JN16CS108,15CS553,17,56,73,P,8,12019,Regular
4JN16CS108,15CS53,19,41,60,P,7,12019,Regular
4JN16CS108,15CS564,18,40,58,P,6,12019,Regular
4JN16CS108,15CS54,18,43,61,P,7,12019,Regular
4JN16CS108,15CSL57,18,72,90,P,10,12019,Regular
4JN16CS108,15CSL58,19,65,84,P,9,12019,Regular
4JN16CS109,15CS51,16,33,49,P,5,12019,Regular
4JN16CS109,15CS52,12,29,41,P,4,12019,Regular
4JN16CS109,15CS552,12,40,52,P,6,12019,Regular
4JN16CS109,15CS53,13,28,41,P,4,12019,Regular
4JN16CS109,15CS54,13,33,46,P,5,12019,Regular
4JN16CS109,15CS564,14,33,47,P,5,12019,Regular
4JN16CS109,15CSL57,18,19,37,F,0,12019,Regular
4JN16CS109,15CSL58,18,56,74,P,8,12019,Regular
4JN16CS109,15CS45,15,37,52,P,6,12019,Backlog
4JN16CS109,15MAT31,14,12,26,F,0,12019,Backlog
4JN16CS109,15CS33,12,37,49,P,5,12019,Backlog
4JN16CS109,15CS34,12,29,41,P,4,12019,Backlog
4JN16CS112,15CS51,20,40,60,P,7,12019,Regular
4JN16CS112,15CS52,15,45,60,P,7,12019,Regular
4JN16CS112,15CS553,15,45,60,P,7,12019,Regular
4JN16CS112,15CS53,17,28,45,P,5,12019,Regular
4JN16CS112,15CS564,20,44,64,P,7,12019,Regular
4JN16CS112,15CS54,19,47,66,P,7,12019,Regular
4JN16CS112,15CSL57,19,55,74,P,8,12019,Regular
4JN16CS112,15CSL58,20,79,99,P,10,12019,Regular
4JN16CS113,15CS51,19,61,80,P,9,12019,Regular
4JN16CS113,15CS52,16,48,64,P,7,12019,Regular
4JN16CS113,15CS553,12,33,45,P,5,12019,Regular
4JN16CS113,15CS53,17,42,59,P,6,12019,Regular
4JN16CS113,15CS564,14,40,54,P,6,12019,Regular
4JN16CS113,15CS54,16,43,59,P,6,12019,Regular
4JN16CS113,15CSL57,17,63,80,P,9,12019,Regular
4JN16CS113,15CSL58,20,70,90,P,10,12019,Regular
4JN16CS114,15CS51,20,49,69,P,7,12019,Regular
4JN16CS114,15CS562,13,41,54,P,6,12019,Regular
4JN16CS114,15CS552,18,59,77,P,8,12019,Regular
4JN16CS114,15CS52,17,63,80,P,9,12019,Regular
4JN16CS114,15CS53,17,53,70,P,8,12019,Regular
4JN16CS114,15CS54,17,46,63,P,7,12019,Regular
4JN16CS114,15CSL57,20,77,97,P,10,12019,Regular
4JN16CS114,15CSL58,20,77,97,P,10,12019,Regular
4JN16CS115,15CS51,18,30,48,P,5,12019,Regular
4JN16CS115,15CS52,13,48,61,P,7,12019,Regular
4JN16CS115,15CS53,14,34,48,P,5,12019,Regular
4JN16CS115,15CS553,12,53,65,P,7,12019,Regular
4JN16CS115,15CS54,12,28,40,P,4,12019,Regular
4JN16CS115,15CS564,15,48,63,P,7,12019,Regular
4JN16CS115,15CSL57,18,60,78,P,8,12019,Regular
4JN16CS115,15CSL58,18,60,78,P,8,12019,Regular
4JN16CS116,15CS51,18,39,57,P,6,12019,Regular
4JN16CS116,15CS52,12,42,54,P,6,12019,Regular
4JN16CS116,15CS53,13,32,45,P,5,12019,Regular
4JN16CS116,15CS553,12,30,42,P,4,12019,Regular
4JN16CS116,15CS54,16,21,37,F,0,12019,Regular
4JN16CS116,15CS564,10,30,40,P,4,12019,Regular
4JN16CS116,15CSL57,18,17,35,F,0,12019,Regular
4JN16CS116,15CSL58,19,64,83,P,9,12019,Regular
4JN16CS116,15CS42,14,37,51,P,6,12019,Backlog
4JN16CS117,15CS51,16,46,62,P,7,12019,Regular
4JN16CS117,15CS552,12,38,50,P,6,12019,Regular
4JN16CS117,15CS52,12,35,47,P,5,12019,Regular
4JN16CS117,15CS53,14,29,43,P,4,12019,Regular
4JN16CS117,15CS564,12,28,40,P,4,12019,Regular
4JN16CS117,15CS54,15,33,48,P,5,12019,Regular
4JN16CS117,15CSL57,17,18,35,F,0,12019,Regular
4JN16CS117,15CSL58,18,62,80,P,9,12019,Regular
4JN16CS117,15CS44,12,28,40,P,4,12019,Backlog
4JN16CS117,15CS45,13,30,43,P,4,12019,Backlog
4JN16CS117,15MAT31,10,30,40,P,4,12019,Backlog
4JN16CS117,15CS33,12,29,41,P,4,12019,Backlog
4JN16CS119,15CS51,19,39,58,P,6,12019,Regular
4JN16CS119,15CS552,13,40,53,P,6,12019,Regular
4JN16CS119,15CS52,15,46,61,P,7,12019,Regular
4JN16CS119,15CS53,15,34,49,P,5,12019,Regular
4JN16CS119,15CS564,18,42,60,P,7,12019,Regular
4JN16CS119,15CS54,14,37,51,P,6,12019,Regular
4JN16CS119,15CSL57,18,50,68,P,7,12019,Regular
4JN16CS119,15CSL58,20,78,98,P,10,12019,Regular
4JN16CS120,15CS51,20,60,80,P,9,12019,Regular
4JN16CS120,15CS52,17,41,58,P,6,12019,Regular
4JN16CS120,15CS553,15,34,49,P,5,12019,Regular
4JN16CS120,15CS53,18,55,73,P,8,12019,Regular
4JN16CS120,15CS564,18,44,62,P,7,12019,Regular
4JN16CS120,15CS54,19,57,76,P,8,12019,Regular
4JN16CS120,15CSL57,19,79,98,P,10,12019,Regular
4JN16CS120,15CSL58,20,79,99,P,10,12019,Regular
4JN16CS121,15CS51,18,36,54,P,6,12019,Regular
4JN16CS121,15CS52,15,38,53,P,6,12019,Regular
4JN16CS121,15CS553,13,28,41,P,4,12019,Regular
4JN16CS121,15CS53,18,38,56,P,6,12019,Regular
4JN16CS121,15CS564,18,38,56,P,6,12019,Regular
4JN16CS121,15CS54,15,30,45,P,5,12019,Regular
4JN16CS121,15CSL57,18,35,53,P,6,12019,Regular
4JN16CS121,15CSL58,19,60,79,P,8,12019,Regular
4JN16CS123,15CS51,18,35,53,P,6,12019,Regular
4JN16CS123,15CS52,16,40,56,P,6,12019,Regular
4JN16CS123,15CS553,13,37,50,P,6,12019,Regular
4JN16CS123,15CS53,14,28,42,P,4,12019,Regular
4JN16CS123,15CS564,15,39,54,P,6,12019,Regular
4JN16CS123,15CS54,14,35,49,P,5,12019,Regular
4JN16CS123,15CSL57,16,45,61,P,7,12019,Regular
4JN16CS123,15CSL58,20,70,90,P,10,12019,Regular
4JN16CS124,15CS51,20,61,81,P,9,12019,Regular
4JN16CS124,15CS52,20,61,81,P,9,12019,Regular
4JN16CS124,15CS553,18,54,72,P,8,12019,Regular
4JN16CS124,15CS53,20,55,75,P,8,12019,Regular
4JN16CS124,15CS564,20,52,72,P,8,12019,Regular
4JN16CS124,15CS54,18,64,82,P,9,12019,Regular
4JN16CS124,15CSL57,19,79,98,P,10,12019,Regular
4JN16CS124,15CSL58,20,79,99,P,10,12019,Regular
4JN16CS125,15CS51,20,60,80,P,9,12019,Regular
4JN16CS125,15CS52,19,63,82,P,9,12019,Regular
4JN16CS125,15CS562,17,47,64,P,7,12019,Regular
4JN16CS125,15CS553,17,58,75,P,8,12019,Regular
4JN16CS125,15CS53,20,41,61,P,7,12019,Regular
4JN16CS125,15CS54,20,53,73,P,8,12019,Regular
4JN16CS125,15CSL57,18,76,94,P,10,12019,Regular
4JN16CS125,15CSL58,20,79,99,P,10,12019,Regular
4JN16CS126,15CS51,20,56,76,P,8,12019,Regular
4JN16CS126,15CS52,19,60,79,P,8,12019,Regular
4JN16CS126,15CS562,18,48,66,P,7,12019,Regular
4JN16CS126,15CS553,19,55,74,P,8,12019,Regular
4JN16CS126,15CS53,20,42,62,P,7,12019,Regular
4JN16CS126,15CS54,20,57,77,P,8,12019,Regular
4JN16CS126,15CSL57,20,78,98,P,10,12019,Regular
4JN16CS126,15CSL58,20,78,98,P,10,12019,Regular
4JN16CS129,15CS51,20,46,66,P,7,12019,Regular
4JN16CS129,15CS52,17,38,55,P,6,12019,Regular
4JN16CS129,15CS53,19,47,66,P,7,12019,Regular
4JN16CS129,15CS553,16,58,74,P,8,12019,Regular
4JN16CS129,15CS54,19,38,57,P,6,12019,Regular
4JN16CS129,15CS564,20,52,72,P,8,12019,Regular
4JN16CS129,15CSL57,18,59,77,P,8,12019,Regular
4JN16CS129,15CSL58,20,79,99,P,10,12019,Regular
